label,text
Positive,"Beliau sendiri meminta agar isu ini tidak lagi dipolemikkan dan berlandaskan alasan itu, kita terima dengan cukup berlapang dada"
Positive,"Dalam kebersamaan kita untuk ambil alih Selangor pastikan jangan ada kecacatan sekalipun, kita mesti memastikan sifar kecacatan, kita mesti bersatu padu, kita mesti bersepakat  dan bekerja sebagai satu pasukan di bawah  BN, itu penting"
Negative,Harga rumah yang semakin tinggi juga menyebabkan golongan muda terhimpit
Positive,Itu pun kita iktiraf sama ada mereka berada di negara ini sebelum merdeka ataupun selepas merdeka.
Positive,"Namun saya tegaskan kes berkenaan tiada kaitan dengan kerajaan negeri, malah kita tidak pernah masuk campur kerana hak pengurniaan dan penarikan pingat adalah hak keistimewaan baginda sultan"
Positive,Kita tidak mementingkan sama ada pusat Tahfiz itu berdaftar atau tidak..yang penting adalah keselamatan pelajar
Negative,Kerajaan Selangor hari ini hanya tahu menghukum dengan mendenda 20 sen. 
Positive,"Instrumennya ataupun vehicle antara yang paling penting adalah PNB sebab itulah hari ini bila kita sambut 40 tahun PNB, kita juga sambut kejayaan dasar-dasar induk kerajaan untuk tentukan masyarakat yang lebih adil dan saksama (kekayaan) dan kemudian untuk melihat kepada sebuah masyarakat lebih kukuh dan bersatu padu"
Positive,Kita semakin hampir dengan sasaran ini
Negative,Ibunya sedang sakit dan sudah lama tidak melihatnya
Positive,"Logo ini menandakan produk berkenaan halal, selamat dan bersih digunakan umat Islam sekali gus dapat membantu usahawan kecil untuk memasarkan produk mereka"
Negative,"Jawapan ini tidak boleh diterima memandangkan walaupun SPR ada kuasa menghukum seseorang individu yang memberi maklumat palsu dalam kad pengenalannya, namun ini adalah tanggungjawab polis untuk menyiasat perkara ini dibawah Kanun Keseksaan"
Negative,masuk ke gelanggang bukan untuk membela nasib rakyat atau menyelamatkan negara seperti mana mereka canangkan tetapi sekadar mahu memenuhi nafsu politik merebut kekuasaan yang seolah-olah tidak mampu dibendung lagi.
Positive,"Sebenarnya saya tidak ada niat lain tapi saya bangkitkan dari segi keluhuran undang-undang sahaja,"
Negative,dilihat memakan diri dan memberi kerugian kepada parti itu.
Negative,Ini pun dah tak demokratik dah
Positive,wamenlu ri juga mendesak agar apec dapat memperkuat kapasitas dan produktivitas petani serta nelayan kecil lewat teknologi dan inovasi memperkuat akses pasar bagi mereka dan upaya penghapusan tarif produk pertanian
Positive,Jangan terpengaruh dengan pesanan-pesanan negatif daripada orang yang tidak mengenali diri anda
Negative,"Kalau kita sibuk nak merampas kuasa mustahil kita nak kecapi apa yang kita dapat hari ini dan negara jadi kucar-kacir,"
Negative,siasatan mendalam terhadap insiden itu kini sedang dijalankan.
Positive,"Mereka juga menerangkan tentang cabaran-cabaran dihadapi pihak hospital dalam memberikan perkhidmatan kepada masyarakat, dengan cara ini imej dan peranan hospital dapat dipertingkatkan"
Positive,"jika hendak berpolitik atau memimpin negara, tiada masalah, asalkan mendapat kelulusan"
Negative,"Sedangkan Agensi Tenaga Atom Antarabangsa (IAEA) telah sahkan ia selamat dan selepas habis pilihan raya, iaitu lima tahun, isu itu senyap dan lesu sama sekali kerana ia hanya digunakan untuk tipu kita"
Positive,Jangan biarkan sebarang percikan kecil memusnahkan negara ini
Positive,Kita juga menerima RM1 bilion untuk membaiki sekolah-sekolah usang di seluruh Sabah
Negative,"Apa tujuan sebenar pembangkang, setakat nak jatuhkan kerajaan Najib?"
Positive,"Insya-ALLAH kita yakin apa yang dibawa Tok Guru, Allahyarham Datuk Nik Abdul Aziz Nik Mat telah nampak keberkesanan"
Positive,"Sepatutnya bila anda buat kajian, anda patut tahu apa sebenarnya komuniti (LGBT) ini, apa isu mereka, apa sebenarnya perbezaan komuniti LGBT ini"
Positive,"Bukti memperlihatkan prestasi akademik di luar bandar kini adalah lebih baik berbanding bandar seperti mana sekolah di Bagan Datuk ini yang mencatat keputusan Sijil Pelajaran Malaysia (SPM) luar biasa, baru-baru ini"
Positive,Kita juga akan lakukan kaji selidik mengenai calon itu kepada pengundi di situ untuk memastikan beliau diterima ramai
Positive,"Ini merupakan perkembangan yang sangat positif memandangkan hanya 193,000 visa dikeluarkan bagi tempoh yang sama tahun lepas"
Negative,"Memaksa mereka ponteng sekolah dan wajib hadir ke program politik adalah tindakan anti-demokratik,"
Positive,sebaliknya kebajikan mereka jadi bertambah teruk akibat penghapusan subsidi dan kejatuhan kadar tukaran ringgit yang secara langsung menyebabkan harga barang dan perkhidmatan naik
Negative,"Murid-murid sekolah tahfiz dieksploitasi untuk menjual buku-buku agama dan mengutip derma daripada orang ramai. Ramai yang menunggu di hadapan bank-bank, mengutipnya di kedai-kedai mamak, serta dari rumah ke rumah"
Negative,"pemilihan calon adalah perkara sensitif dan sering timbul rasa tidak puas hati maka kesan negatif ini perlu diminimumkan, elak sindrom sabotaj dalaman."
Positive,sebagai pemimpin saya sudah melakukan tugas dengan baik untuk rakyat dan rakyat sendiri sudah bijak menilai
Positive,"Saya sendiri ada membuat kunjungan hormat bertemu Menteri Besar, Datuk Seri Mohamed Azmin Ali bagi membincangkan perkara ini"
Negative,"Bahkan, apa yang lebih nyata Dr Mahathir mahu memindahkan kuasa mengisytiharkan darurat daripada Yang di-Pertuan Agong kepada perdana menteri dalam 1993 tetapi gagal"
Positive,Kerajaan buat apa sahaja bagi menunaikan tanggungjawab kepada rakyat
Positive,Kita akan jual terus rumah ini kepada penduduk guna konsep sewa beli
Positive,"Pada dasarnya, penubuhan NTSB ini sudah dipersetujui Kabinet tahun lalu dan sekarang ini kementerian sedang menjalankan sesi libat urus dan perundingan untuk menubuhkan NTSB ini dengan jabatan dan kementerian yang terlibat dengan aspek kemalangan pengangkutan."
Positive,"Oleh kerana peranan penting mereka dalam sistem ekonomi, bank mempunyai tanggungjawab tambahan untuk mengekalkan kepercayaan dan keyakinan orang ramai"
Positive,Jika tanah ini sudah diwartakan maka tidak berlaku pencerobohan tanah rizab simpanan Orang Asli ini seperti pembalakan haram
Positive,Apatah lagi penduduk negara ini terdiri daripada pelbagai kaum yang perlu dijaga keharmonian agama serta hubungan di antara kaum
Positive,Suhakam dilihat sebagai sebuah badan yang berintegriti dan mendapat kekuatannya daripada mandat yang diperuntukkan di dalam undang-undang bagi melindungi dan mempromosikan hak asasi manusia di Malaysia.
Positive,SPR dan SPRM sudah menyatakan komitmen untuk menjalin kerjasama bagi menangani isu kesalahan dalam pilihan raya khususnya berkaitan aktiviti kempen pilihan raya yang berunsur rasuah.mana-mana pihak yg mahu menyalurkan sebarang maklumat berkenaan perbuatan rasuah dan salah guna kuasa khusus dlm tempoh pilihan raya boleh diadukan kepada bilik gerakan
Positive,Orang ramai juga diingatkan supaya mematuhi arahan pegawai-pegawai bertugas bagi melancarkan perjalanan
Positive,"Defendan (Mohd Rafizi) seolah-olah ingin memberi gambaran bahawa LTAT tidak punya dana yang cukup untuk membayar gratuiti pesara-pesara tentera, walhal kenyataan tersebut adalah tidak benar sama sekali"
Positive,"Sebagai penjawat awam, tuan puan adalah tulang belakang kerajaan dan segala yang kita (kerajaan) harapkan untuk membantu kebajikan rakyat serta membangunkan negara"
Negative,Mereka anggap sebagai leceh nak terima laporan terutamanya apabila berlaku banyak kes misalnya kes ragut
Positive,"Ini bukan kampung setinggan yang boleh dibangunkan secara sesuka hati, sebaliknya sebarang kemajuan wahima seinci pun perlu mendapat persetujuan semua tuan tanah."
Positive,Karnival ini juga bertujuan meraikan usahawan wanita tempatan selain menyediakan platform kepada mereka untuk mempromosi produk yang dihasilkan kepada pasaran lebih luas.
Positive,"Dahulu tiada soal (susah) nak dapat kerja, biasiswa, lesen dan (peluang) perniagaan"
Negative,Itu memberi gambaran sangat teruk terhadap kita kerana kekurangan pendidikan.
Negative,Saya fikir tak elok bagi seorang pegawai tinggi dalam Jasa mencadangkan seorang bertaraf menteri supaya letak jawatan.
Negative,berjaya dan menenggelamkan pengaruh media konvensional atau media perdana
Positive,Sekarang kalau BN mendahului pun dengan peratus yang kecil.
Positive,Pelan awal ini bertujuan membolehkan penumpang tempatan yang mengambil penerbangan domestik berlepas ke destinasi antarabangsa lain tanpa melakukan daftar keluar bagasi mereka di terminal pertama
Positive,"Saya menyokong penuh permintaan menghapuskan Jakoa dan menggantikannya dengan satu badan diketuai Orang Asli, untuk menjadi pelopor dalam usaha penambahbaikan kehidupan Orang Asli dalam pembangunan arus perdana di Malaysia"
Negative,"Kalau nak dikatakan berjuang untuk baiki negara, mereka jugalah diantara yang pernah meruntuhkan negara satu masa dulu."
Negative,memohon untuk menjadi pencelah dalam kes saman berkenaan atas alasan kesemua barang kemas yang dirampas adalah milik kerajaan Malaysia dan ia dibeli menggunakan wang yang dicuri.
Positive,international permanent peoples tribunal yang bersidang di kuala lumpur juga telah memutuskan kerajaan myanmar bersalah melakukan genosid terhadap masyarakat rohingya dan minoriti muslim lain
Positive,"Saya tahu Yang Berhormat (YB) Rafizi kini mempunyai seorang pemimpin besar yang baharu, yang terkenal dengan amalan kronisme dan nepotisme"
Negative,Saya bimbang lihat pengguna jalan raya yang menggunakan telefon bimbit terutamanya penunggang motosikal. Ini adalah satu tindakan yang tidak wajar kerana ia boleh mengganggu dan membahayakan nyawa pengguna jalan raya lain
Positive,raime terdahulu meminta kementerian kewangan menyatakan maklum balas daripada pelabur teknokrat dan usahawan as mengenai kempen mensabotaj mdb dan cubaan melemahkan keyakinan pelabur terhadap malaysia
Negative,"tindakan memecat keanggotaan itu tidak akan memberi kesan kepada parti, sebaliknya akan membawa kesan lebih parah jika tidak dipecat."
Negative,Pertumbuhan KDNK (kini) tidak bermakna kepada rakyat
Positive,bogor goals merupakan inisiatif indonesia yang telah menjadi tujuan dan kekuatan pendorong kerja sama apec selama tahun dan akan segera berakhir pada stabilitas pangan air bersih dan perubahan iklimam fachir juga menekankan mengenai pentingnya kerja sama apec dalam menangani isu stabilitas pangan kelangkaan air bersih perubahan iklim dan ledakan jumlah penduduk
Positive,"Undang-undang berkenaan sangat diperlukan bagi mengawal, membendung dan mencegah daripada berlaku kerosakan kepada masyarakat serta negara"
Negative,Gabungan pembangkang PKR ditempelak supaya jangan pukul rata dengan mendakwa garis panduan tambahan yang diumumkan Suruhanjaya Pilihan Raya (SPR) semalam bersifat berat sebelah.
Negative,Inilah antara masalah yang masih gagal diselesaikan oleh kementerian pelajaran
Negative,Masih ada terlalu banyak penggunaan beg plastik
Negative,"Kalau kita gunakan Akta Pengambilan Tanah 1960, kerajaan akan 'bunuh' legasi Kampung Baru yang selama ini adalah hak milik orang Melayu dan anugerah hasil perkenan Sultan Selangor."
Positive,asean boleh dirumuskan sebagai satu pertubuhan rantau yang unik
Negative,Masyarakat Orang Asli Temiar tidak harus dianggap atau dilayan seperti penjenayah atau orang jahat kerana mereka hanya melindungi hak sebagai rakyat Malaysia secara sah
Negative,Ini kerana wujudnya satu permintaan yang ‘tidak benar’ yang mendorong kenaikan harga rumah yang akhirnya menjadi punca sehingga rakyat tidak mampu membeli rumah
Negative,"Tambahan pula, mungkin lebih daripada seorang yang membuli"
Negative,Jadi untuk menyediakan kemudahan asas ini terlalu sukar dan kita beri keutamaan kepada yang berdaftar dahulu
Positive,"Harapan kita agar isu berkaitan golongan muda seperti pekerjaan, pendidikan dan perumahan diberi perhatian dalam manifesto yang bakal diumumkan itu."
Positive,Mereka tidak menggunakan sebarang logo parti ataupun tidak berbicara sebarang topik politik. Mereka hanya hadir untuk sampaikan bantuan.
Positive,Ini menyebabkan kempen menentang minyak sawit memenangi hati pengguna di EU
Positive,"Ini untuk memastikan industri kewangan mempunyai tenaga kerja yang kompeten dan profesional,"
Negative,Kehidupan orang Melayu terutama yang berpendapatan rendah di Johor bertambah tertekan dengan kenaikan harga barang
Positive,bertindak pantas untuk menafikan mesej yang tular di media sosial berhubung terkorbannya seorang ahli Parlimen susulan penemuan sejumlah wang ditemui dalam kenderaan tersebut.
Positive,"Sehubungan itu, KKM menyediakan perkhidmatan saringan kanser serviks dan saringan kanser payu dara secara percuma di fasitili-fasiliti KKM di seluruh negara"
Negative,bank dunia berkata manakala ekonomi negara asia yang lain berkembang pesat ekonomi malaysia merosot kerana ia gagal menyesuaikan diri dengan suasana ekonomi dunia dan tempatan
Positive,Saya harap jentera tahu tanggungjawab masing-masing
Positive,"Sekiranya benar, aktiviti haram ini mesti dihentikan dan tindakan undang-undang diambil terhadap para pelaku dan rakan-rakan mereka"
Positive,bantuan sewajarnya diberikan bagi membolehkan sektor-sektor utama negara yang cukup penting semasa ketidaktentuan ekonomi seperti sektor eksport agar dapat dirancakkan pada tahap tertinggi
Negative,menggesa semua pihak supaya lebih bertanggungjawab dan sensitif terhadap pihak lain bagi mengelak berlaku kejadian tidak diingini.
Positive,"Saya sudah beri macam-macam fakta, semua inisiatif diberikan kerajaan negeri untuk menjamin kelestarian bekalan air."
Negative,Mengapa kerajaan tidak bangkitkan isu ini?
Positive,Kementerian sedang meneliti cadangan itu dan mengenal pasti lebuh raya yang kritikal
Negative,"Sedangkan kerajaan sekarang yang menjual aset negara seperti tanah, stesen jana kuasa eletrik, Proton dan meletakkan kedaulatan negara di ambang terumbang ambing"
Negative,"Kepada yang tidak terpilih, walaupun kecewa tetapi berpada-padalah merajuk"
Positive,"Saya lebih suka jika kita fokus kepada cara untuk selesaikan hutang negara, kadar GST akan dikurangkan di Malaysia bukan sebagaimana negara luar yang meningkat kadar GST bagi menyelesaikan soal hutang"
Positive,Malah kerja keras semua ahli  jentera parti yang dilaksanakan tanpa henti selepas PRU13 lalu membuktikankesungguhan kepimpinan di sini untuk terus menabur bakti kepada masyarakat selain memastikan mereka tidak ketinggalan daripada manfaat yang disediakan kerajaan
Positive,Tolong jangan lebih-lebih
Positive, Lebih 95 peratus majikan Malaysia majikan yang bertanggungjawab
Positive,"Antara penyumbang kepada faktor ini adalah, kesedaran penduduk terhadap kegagalan kerajaan Pas mentadbir Kelanta"
Negative,"dalam keadaan sekarang dimana isu keselamatan sangat sensitif, lebih-lebih lagi dengan adanya ancaman daripada kumpulan pengganas, yang turut mengancam keselamatan dunia."
Negative,"Saya kecewa dengan Umno, dalam kepimpinan Umno telah ditutup mata dan telinga sehingga tidak tahu menilai yang betul dan tidak"
Positive,"Ketika sesi pengundian sedang berlangsung, ada ejen tempat mengundi yang menjaga kaunter pengundian"
Negative,"Memang ceramah dia merujuk kepada sumber hukum tetapi tafsirannya berbeza, apatah lagi dia mempunyai pengikut yang ramai dan taksub"
Positive,"Sebab itu kami (Pas) tawarkan dengan undi Pas, Islam selamat, Melayu selamat, Cina selamat, India pun selamat, semua untung dan dijamin kesejahteraannya"
Negative,Peluang pekerjaan dan ekonomi yang dijanjikan kepada rakyat tempatan melalui projek mega seperti Rapid Pengerang dan Iskandar Malaysia hanya tinggal harapan di mana ribuan tenaga pekerja asing diambil bekerja di sana.
Positive,Ini bertujuan meyakinkan peneroka Felda dan orang Melayu kononnya pelbagai isu yang dibawakan oleh saya dan pimpinan Pakatan Harapan yang lain adalah tidak benar
Negative,Banyak (pemandu teksi) yang mengadu pendapatan mereka terjejas. 
Positive,pemimpin-pemimpin myanmar mesti bertanggungjawab dan menerima hakikat apa yang sedang berlaku di rakhin adalah kekejaman dan pembunuhan beramai-ramai yang terancang
Positive,"Ini juga menunjukkan baginda menggalakkan pewarisan, pemahaman dan pengamalan budaya Cina di Johor."
Negative,"walaupun mereka mungkin berupa 'underdog', tetapi, sekiranya jentera parti bijak menyusun strategi, BN mempunyai peluang yang baik untuk menang, manakala calon berpengalaman seperti Zulhasnan dan Raja Nong Chik pasti mempunyai kelebihan, berbanding calon pembangkang."
Positive,"Kita menegaskan kita tidak akan mengulangi langkah itu, dengan meyakini meskipun akan ada turun naik dalam tempoh jangka pendek"
Positive,Kami akan terus mencari keadilan
Positive,keseluruhan dana yang terkumpul akan dilakukan bagi menurunkan hutang negara.
Positive,Perlu diambil tindakan terhadap yang bertanggung jawab dan mereka yang mendapat manfaat dari kerja merompak kekayaan negara
Positive,"Terima kasih kerana menamakan  saya ""Bapa Perjalanan Udara Tambang Rendah """
Positive,Sewajarnya Majlis Raja-Raja Melayu perlu memadamkan pesepsi ini agar rakyat tidak menyalahkan Raja-Raja Melayu atas kerosakan negara akibat dari kerajaan dan tangan pemimpin klaptokrat Umno-BN
Negative,siapa fitnah siapa
Positive,Permintaan untuk eksport ketum ini sangat tinggi.
Negative,Silap-silap boleh putus saudara jika tidak dikawal.
Positive,Ia berjalan lancar.
Negative,Dari segi struktur kepimpinan pun masih kabur walaupun sudah dekat pilihan raya
Positive,melihat China sebagai potensi kerana negara itu mampu menjadi ekonomi terbesar dunia dalam tempoh terdekat
Positive,"Justeru, kita perlu bekerjasama dalam satu keluarga dan satu pasukan, Insya-Allah apa yang diharap akan menjadi kenyataan"
Positive,Ada satu lagi buku yang beliau tulis yang mungkin tak popular tapi buku itu adalah panduan untuk peniaga kecil
Positive,Kami berharap dapat terus bekerjasama dengan kerajaan melalui Mapo dalam menambahbaik mekanisme menyelaraskan ketidakseimbangan untuk mangsa yang terselamat.
Positive,"Masa itu, kerajaan tak bina lagi tembok sempadan, jadi banyak jenayah berlaku, tetapi mulai 1990 semua ini berakhir apabila tembok sempadan dibina."
Positive,"Alhamdulillah hasil pengurusan dan pelaburan baik, hari ini KWSP isytihar kadar dividen 6.90 peratus bagi Simpanan Konvensional dan 6.40 peratus bagi Simpanan Syariah"
Positive,Tetapi yang lebih penting lagi adalah sambutan ini meraikan kepentingan susu sebagai sebahagian daripada diet yang sihat dan seimbang.
Positive,Jadi sampai masanya perlu ada satu kaedah atau pelan perlindungan keselamatan anggota-anggota penguat kuasa bagi menjamin keselamatan mereka
Negative,menjelaskan antara risiko terpaksa dihadapi pasukan adalah berkenaan persembahan muka baharu yang ditandatangani sama ada lebih baik berbanding pemain lama.
Positive,Asas pembangunan Islam seperti ini secara langsung terbukti berjaya menjaga agama dan mentadbir Malaysia ini mengikut manhaj agama.
Negative,sudah diketahui mempunyai masalah dalaman.
Negative,Tiada penambahbaikan dan tiada tindakan dilakukan
Negative,menyifatkan isu calon luar yang cuba dimainkan oleh pihak tertentu di kawasan parlimen itu bukan isu besar yang perlu dibangkitkan untuk memenangi hati pengundi.
Positive,"Perak merupakan negeri paling utama dalam Felcra, oleh itu kita mengambil kira perkara ini dengan membangunkan pusat R&D berkenaan di negeri ini"
Positive,"berharap agar kerjasama, sokongan, komitmen dan kepercayaan akan terus diberikan "
Positive,"Kita mendapat pengundi-pengundi bonus, 800 lebih pengundi polis daripada sebelah Tanjung, yang sebelah dekat Datuk Keramat itu, yang sebelah Penang Road itu yang dipindahkan secara sulit ke Permatang Pauh"
Positive,"Rawatan penyakit kronik membabitkan rawatan susulan kes stabil, penyakit kronik dan rawatan kes baru diabetes dan hipertensi turut disediakan di K1M"
Positive,"Marilah kita bekerjasama, kerana tiada kebaikan terhasil dari tindakan negatif, dan kemajuan menuntut kita berfikiran positif."
Negative,makin terdesak untuk mencetuskan tsunami Melayu yang parti itu gagal lakukan sejak tiga PRU lepas
Negative,wujud pelbagai tohmahan yang mengatakan kerajaan pada hari ini adalah zalim maka itu adalah suatu proses normal dalam politik pilihan raya.
Positive,Kerajaan mewujudkan pusat perkhidmatan ini untuk menjadi penghubung antara agensi kerajaan dengan rakyat di peringkat akar umbi supaya kita dapat membantu mereka menyelesaikan masalah yang dihadapi
Negative,"Malah, menteri sendiri menempelak guru yang menyokong Pakatan Harapan"
Negative,Mereka akan tunjukkan pada rakyat kononnya mereka ialah kerajaan yang prihatin
Negative,apatah lagi berlaku kekangan yang semakin teruk dalam guna tenaga dan gajian
Positive,"Walaupun saya telah mengambil kepedulian begitu lama (mengenai berek daif ini), tetapi saya lihat tindakan segera perlu dilakukan untuk menjaga kebajikan mereka ini "
Negative,"Kenapa nak bazirkan duit untuk perkara yang bukannya membantu, tapi sebenarnya akan lebih menyusahkan golongan LGBT ini dan memberikan persepsi negatif"
Positive,Setakat ini saya amat berpuas hati dengan perjalanan CMC dan maklumat yang kita peroleh
Positive,Kesemua calon DAP terdiri daripada tiga generasi yang membolehkan kita menarik perhatian pengundi dengan lebih dekat supaya memilih kita
Negative,"pelantikan itu mencetuskan kritikan sesetengah pihak yang mendakwa individu yang menjuarai gerakan 'Lesbian, Gay, Biseksual dan Transeksual (LGBT) tidak sepatutnya dilantik sebagai kakitangan kementerian berkenaan."
Positive,Kita perlu menggunakan potensi ini untuk kesejahteraan bersama
Positive,berkata perintah itu penting untuk dikeluarkan bagi mengelakkan kenyataan yang boleh menjejaskan kes anak guamnya.
Negative,"Masyarakat rata-ratanya mengeluh mengenai keadaan hidup semasa, disamping harga barang yang tinggi"
Negative,Kerana kita bercakap ribuan pengundi yang dipindahkan masuk ke semua kawasan Parlimen kami. 
Negative,Hukuman tak setimpal dengan jenayah yang dilakukan
Positive,Saya sangat teruja dengan pemimpin terdahulu yang mahukan semua kaum di negara ini bersatu. 
Positive,saya sebagai pegawai kanan kerajaan dan duduk dalam khazanah nasional berhad khazanah saya tahu apa yang berlaku dan apa yang dibuat kerajaan untuk rakyat katanya
Positive,"Kita tak pernah akan sekat kebebasan rakyat, yang banyak sekat kebebasan rakyat ini adalah zaman Tun Dr Mahathir  Mohamad…beliau wujudkan pelbagai akta termasuk ISA"
Positive,"Selepas banjir berakhir, Kem Desa BBNGO putuskan untuk jadikan ia tempat rekreasi kepada penduduk sekitar bagi memastikan ia terjaga"
Negative,Namun kadang-kadang perkara sebegini tidak dapat dielakkan akibat emosi yang tidak terkawal.
Negative,"Itu lah berita palsu, masyarakat akan lebih mudah percaya dengan berita yang disampaikan oleh individu yang datang daripada bidang tertentu bercakap mengenai sesuatu dengan yakin serta menggunakan fakta"
Negative,Orang pertama yang sepatutnya disiasat kerana menyebarkan ‘berita palsu’ paling dahsyat dalam negara ini ialah perdana menteri yang mendakwa RM42 bilion hutang 1MDB tidak hilang
Positive,Kita dalam Umno dan BN tidak boleh mengambil mudah
Positive,Kita tidak macam BN dan PH.
Negative,maka parti boleh diibarat seperti tubuh badan manakala kepalanya
Negative,Susahlah kalau kabinet tidak mencerminkan ke-Malaysiaan negara ini
Positive,"Sekarang, saya tidak akan menafikan isu ini"
Positive,Beliau patut sedar Artikel pertama dalam Deklarasi Sejagat Hak Asasi Manusia ialah mengenai kebebasan hati nurani
Negative,Mereka tidak tahu sains atau biologi
Negative,pakatan pembangkang juga lemah dan tidak mampu membentuk kerajaan yang stabil
Positive,Nampaklah penduduk luar bandar semakin maju
Positive,beliau membuat ulasan itu berikutan dakwaan oleh seorang blogger pembangkang yang menyatakan ekonomi malaysia bertambah baik dan ringgit kukuh berbanding dolar amerika syarikat disebabkan pengumuman pakatan harapan mengenai calon perdana menteri dan timbalan perdana menteri
Negative,digugurkan susulan tindakan mereka menyokong pembangkang.
Positive,anah juga tidak dicagar. 
Positive,membolehkan pekerja melindungi diri dengan lebih baik dan mengelakkan sebarang insiden yang tidak diingini semasa tempoh pilihan raya
Negative,"Mana tidaknya, negarawan Mahathir yang mana selama negara merdeka, lebih 1/3 diketuainya kini bersama Harapan, sudah tentulah pihak lawan risau"
Positive,"Kami hormat budaya mereka, tiada bantahan sekiranya ingin merakam video namun jangan hasilkan video sedemikian yang lucah dan dengan latar belakang masjid"
Negative,lebih menyedihkan ialah kerajaan myanmar termasuk aung sun su kyi masih tidak mahu menerima hakikat keadaan yang berlaku di rakhine adalah amat serius
Positive,Sukarelawan yang berada paling dekat dalam lingkungan lima kilometer dari kawasan terbabit akan datang ke lokasi untuk memberikan bantuan
Positive,"meraikan sumbangan penting sektor tenusu terhadap, kemapanan, pembangunan ekonomi, kehidupan dan pemakanan."
Positive,"Selain 'Ini Kalilah', slogan '505, Tukar Kerajaan' juga berjaya menawan rakyat jelata terutama sekali dalam kalangan pengundi Cina"
Positive,"Kalau projek ini berjalan, peneroka Felda tak payah masuk kebun lagi, harga sawit baru RM500 1 tan, murah."
Positive,Kepelbagaian ialah ciri-ciri unik kita dan sumber kekuatan kita
Positive,"Kita telah jadikan Malaysia selamat untuk rakyat Malaysia dan rakyat asing, dan saya katakan sebab kita ada kuasa perundangan tertentu"
Positive,"Anda masih boleh lagi kongsi maklumat serta berita dalam mana-mana media sosial, asalkan maklumat dan berita yang disebarkan itu adalah benar,"
Negative,Kita tidak dapat mengejar mereka.
Negative,hal yang sama terjadi kepada indonesia ketika krisis kewangan asia apabila ia terpaksa berhutang daripada tabung mata wang antarabangsa imf dan mengutamakan bayaran balik hutang luar daripada mengimport makanan
Positive,Kami akan berusaha habis-habisan untuk membanteras rasuah daripada berlaku di negara ini
Positive,"Jadi, adalah lebih baik kita dapatkan maklumat yang betul sebelum kita menentang"
Positive,Kebanyakan daripada 718 pusat Tahfiz berkenaan adalah tidak berdaftar dan fokus utama pada fasa pertama adalah kerja pendawaian semula
Negative,Doa tanpa usaha adalah khayal dan usaha tanpa doa adalah bongkak.
Negative,Saya baca kenyataan Tun bahawa menteri kabinet wanita dalam zaman Datuk Seri Najib tidak mempunyai portfolio penting sebab tidak wujud kementerian yang lebih relevan
Positive,Kami menyiarkan berita berkaitan banjir sejak hari pertama lagi
Negative,Namun sejarah tidak pernah menipu dan segala perlakuan keji itu masih tercatat dalam sebahagian catatan silam dan boleh ditemui oleh sesiapa yang mahu mencari kebenaran.
Positive,"Malah, soal kebajikan, pendidikan dan pembanguan ekonomi golongan ini sentiasa dititikeratkan dengan adanya pelbagai program yang diatur oleh kerajaan"
Positive,"Zaman sudah moden, jadi, kalau ada rumah batu lebih selesa"
Positive,"Macam di negeri-negeri lain baru-baru ni, pemilihan kerusi menjadi topik hangat tapi akhirnya semua akur."
Positive,Harapan juga menjanjikan capaian internet meliputi seluruh kawasan termasuk luar bandar
Positive,Menangani hakisan pantai perlu diberi perhatian dalam dasar awam kerana kemusnahan pesisir pantai akhirnya akan menyebabkan kerugian ekonomi yang berbeza-beza
Positive,Kita amat teruja dengan sokongan hebat orang muda dalam mendukung aspirasi BN bagi memastikan negara terus maju aman dan makmur
Negative,"Kalau kita perhatikan juga, sebelum ini mereka gunakan skrip yang sama untuk hentam Bersatu bila mereka keluar dari parti. "
Negative,sedang mengumpul bukti dan tidak menolak kemungkinan untuk melaporkan kepada Jabatan
Negative,Media Barat termakan pembohongan pembangkang
Positive,"Saya tidak kata saya sokong cadangan mereka, tetapi dari perspektif perniagaan, saya rasa adalah bijak tidak mengenakan bayaran untuk beg plastik."
Positive,"Walaupun kita tiada angka buat masa ini berkaitan berapa jumlah hutang peminjam PTPTN, namun kita yakin tawaran kita boleh dilaksanakan kerana pemerintahan yang kita pimpin tak ada ketirisan."
Positive,Ia tidak perlu melalui Parlimen kerana mahkamah boleh memasukkan apa juga peruntukan dan memodifikasikan akta itu
Negative,Ini merupakan tindak balas daripada beliau selepas merasa terancam dengan pengumuman Tun Mahathir sebelum ini untuk bertanding di Pulau Langkawi
Positive,Sehubungan dengan ini kerjasama strategik dalam bidang maritim ini juga menunjukkan bahawa potensi yang boleh kita raih melalui cara kita mengeksplotasikan semua sumber maritim dengan kaedah pembangunan mampan yang sentiasa menekankan pemeliharaan alam sekitar
Positive,Kami harus bersifat telus. Mana-mana sumbangan politik akan memberi isyarat dan mesej yang jelas tak ada apa yang perlu kita sorokkan dan bukan perkara baru sebab ia diamalkan di negara maju.
Positive,"Saya konsisten jalankan Ziarah Kasih, kerana ia medium terbaik mendekatkan saya dengan rakyat, memahami keperluan dan masalah mereka."
Positive,Misi pencarian semakin rancak dan ia berjalan dengan baik
Positive,Kita kumpulkan anak-anak ini untuk mengaji dan belajar agama supaya tidak terus menjadi mangsa masalah sosial dan dipengaruhi gejala buruk terutama sewaktu ibu atau bapa mereka bekerja di waktu malam
Positive,bagi jangka masa panjang paras ringgit akan mencerminkan kekuatan ekonomi Malaysia
